message_id,conversation_id,user_id,person_empathy,person_distress,age,gender,education,iri_perspective_taking,iri_personal_distress,iri_fantasy,iri_empathatic_concern,personality_openess,personality_conscientiousness,personality_extraversion,personality_agreeableness,personality_stability
p043_16,16,p043,6.0,6.0,30,1,4,3.4285714285714284,2.857142857142857,4.571428571428571,4.0,4.0,3.0,6.0,6.0,6.5
p037_17,17,p037,6.142857142857143,1.0,29,1,6,4.571428571428571,2.4285714285714284,4.428571428571429,5.0,7.0,6.5,5.0,6.5,6.0
p050_18,18,p050,6.714285714285714,6.142857142857143,28,1,7,3.357142857142857,2.4285714285714284,3.2142857142857144,3.428571428571429,5.75,6.25,3.25,6.75,6.0
p016_19,19,p016,3.2857142857142856,1.8571428571428568,25,2,6,4.142857142857143,1.7142857142857142,3.857142857142857,3.4285714285714284,5.0,6.0,2.0,5.0,6.0
p029_20,20,p029,2.2857142857142856,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p029_21,21,p029,1.7142857142857142,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p046_22,22,p046,3.7142857142857135,2.7142857142857144,38,2,6,5.0,2.142857142857143,3.857142857142857,5.0,3.5,6.0,2.5,6.0,6.0
p007_23,23,p007,4.142857142857143,5.571428571428571,25,1,4,4.857142857142857,3.142857142857143,2.571428571428572,4.857142857142857,6.0,6.0,5.5,6.5,3.0
p025_24,24,p025,5.428571428571429,2.142857142857143,33,1,3,3.7142857142857135,2.2857142857142856,3.2857142857142856,4.571428571428571,5.5,6.5,5.0,6.5,6.5
p022_25,25,p022,1.5714285714285714,1.2857142857142858,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p007_26,26,p007,3.4285714285714284,2.2857142857142856,25,1,4,4.857142857142857,3.142857142857143,2.571428571428572,4.857142857142857,6.0,6.0,5.5,6.5,3.0
p055_27,27,p055,3.4285714285714284,1.7142857142857142,46,2,6,3.2857142857142856,2.2857142857142856,4.857142857142857,4.714285714285714,5.5,6.5,2.5,5.0,5.0
p021_28,28,p021,1.0,3.142857142857143,34,2,2,3.142857142857143,4.285714285714286,3.857142857142857,2.142857142857143,3.0,2.5,2.5,3.5,2.0
p035_29,29,p035,6.571428571428571,6.571428571428571,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p029_30,30,p029,1.1428571428571428,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p056_31,31,p056,6.285714285714286,5.714285714285714,31,2,6,4.285714285714286,2.857142857142857,5.0,4.571428571428571,7.0,6.5,2.0,3.5,4.0
p055_32,32,p055,5.714285714285714,5.428571428571429,46,2,6,3.2857142857142856,2.2857142857142856,4.857142857142857,4.714285714285714,5.5,6.5,2.5,5.0,5.0
p039_33,33,p039,4.142857142857143,4.0,33,1,4,2.7142857142857144,2.857142857142857,3.2857142857142856,2.928571428571429,4.25,4.25,4.5,4.25,3.75
p019_34,34,p019,3.7142857142857135,3.571428571428572,21,2,2,2.7142857142857144,3.0,3.142857142857143,3.2857142857142856,3.0,5.0,5.0,4.0,3.5
p035_35,35,p035,6.142857142857143,2.857142857142857,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p056_36,36,p056,5.857142857142857,6.142857142857143,31,2,6,4.285714285714286,2.857142857142857,5.0,4.571428571428571,7.0,6.5,2.0,3.5,4.0
p062_37,37,p062,1.7142857142857142,3.7142857142857135,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p030_38,38,p030,5.428571428571429,4.714285714285714,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p016_39,39,p016,4.714285714285714,4.714285714285714,25,2,6,4.142857142857143,1.7142857142857142,3.857142857142857,3.4285714285714284,5.0,6.0,2.0,5.0,6.0
p020_40,40,p020,4.571428571428571,6.142857142857143,28,2,5,5.0,4.142857142857143,4.857142857142857,5.0,6.0,6.0,5.0,4.5,3.5
p055_41,41,p055,3.857142857142857,1.0,46,2,6,3.2857142857142856,2.2857142857142856,4.857142857142857,4.714285714285714,5.5,6.5,2.5,5.0,5.0
p072_42,42,p072,4.714285714285714,4.142857142857143,20,1,2,2.4285714285714284,1.7142857142857142,2.857142857142857,1.4285714285714286,6.0,6.0,3.0,2.5,5.5
p035_43,43,p035,6.0,1.1428571428571428,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p007_44,44,p007,4.857142857142857,2.7142857142857144,25,1,4,4.857142857142857,3.142857142857143,2.571428571428572,4.857142857142857,6.0,6.0,5.5,6.5,3.0
p019_45,45,p019,3.857142857142857,3.571428571428572,21,2,2,2.7142857142857144,3.0,3.142857142857143,3.2857142857142856,3.0,5.0,5.0,4.0,3.5
p056_46,46,p056,5.571428571428571,5.0,31,2,6,4.285714285714286,2.857142857142857,5.0,4.571428571428571,7.0,6.5,2.0,3.5,4.0
p073_47,47,p073,6.0,1.1428571428571428,47,2,6,5.0,2.142857142857143,3.571428571428572,5.0,6.5,7.0,4.5,5.5,7.0
p028_48,48,p028,1.0,2.2857142857142856,23,1,4,2.2857142857142856,2.0,3.0,4.428571428571429,5.5,4.0,6.5,3.5,5.0
p039_49,49,p039,4.285714285714286,4.0,33,1,4,2.7142857142857144,2.857142857142857,3.2857142857142856,2.928571428571429,4.25,4.25,4.5,4.25,3.75
p022_50,50,p022,1.5714285714285714,1.0,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p005_51,51,p005,4.0,4.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p043_52,52,p043,5.857142857142857,5.285714285714286,30,1,4,3.4285714285714284,2.857142857142857,4.571428571428571,4.0,4.0,3.0,6.0,6.0,6.5
p062_53,53,p062,1.7142857142857142,1.7142857142857142,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p030_54,54,p030,3.7142857142857135,3.142857142857143,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p022_55,55,p022,1.0,1.7142857142857142,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p029_56,56,p029,1.7142857142857142,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p024_57,57,p024,4.714285714285714,2.2857142857142856,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p055_58,58,p055,5.428571428571429,6.0,46,2,6,3.2857142857142856,2.2857142857142856,4.857142857142857,4.714285714285714,5.5,6.5,2.5,5.0,5.0
p068_59,59,p068,6.0,6.0,27,2,3,4.0,2.2857142857142856,3.571428571428572,3.7142857142857135,6.0,6.0,6.0,6.0,6.0
p029_60,60,p029,1.8571428571428568,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p029_61,61,p029,1.2857142857142858,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p032_62,62,p032,3.0,1.0,46,2,7,4.285714285714286,2.857142857142857,4.857142857142857,5.0,7.0,4.5,3.0,6.0,1.0
p070_63,63,p070,3.857142857142857,1.0,44,2,7,3.7142857142857135,2.4285714285714284,4.857142857142857,4.571428571428571,7.0,4.5,1.5,7.0,1.5
p030_64,64,p030,4.0,2.0,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p029_65,65,p029,2.142857142857143,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p032_66,66,p032,4.857142857142857,3.4285714285714284,46,2,7,4.285714285714286,2.857142857142857,4.857142857142857,5.0,7.0,4.5,3.0,6.0,1.0
p043_67,67,p043,7.0,7.0,30,1,4,3.4285714285714284,2.857142857142857,4.571428571428571,4.0,4.0,3.0,6.0,6.0,6.5
p030_68,68,p030,2.857142857142857,3.571428571428572,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p055_69,69,p055,5.571428571428571,6.857142857142857,46,2,6,3.2857142857142856,2.2857142857142856,4.857142857142857,4.714285714285714,5.5,6.5,2.5,5.0,5.0
p024_70,70,p024,6.142857142857143,6.285714285714286,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p005_71,71,p005,3.857142857142857,3.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p038_72,72,p038,3.571428571428572,5.285714285714286,34,2,2,2.142857142857143,1.0,1.5714285714285714,2.2857142857142856,3.5,6.5,1.0,6.0,7.0
p024_73,73,p024,5.857142857142857,6.142857142857143,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p037_74,74,p037,2.857142857142857,3.0,29,1,6,4.571428571428571,2.4285714285714284,4.428571428571429,5.0,7.0,6.5,5.0,6.5,6.0
p029_75,75,p029,3.142857142857143,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p002_76,76,p002,3.857142857142857,3.571428571428572,30,1,2,4.0,1.5714285714285714,4.0,3.857142857142857,6.5,6.0,4.0,4.0,5.5
p005_77,77,p005,3.7142857142857135,2.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p009_78,78,p009,4.428571428571429,1.0,29,1,2,3.7142857142857135,3.0,3.4285714285714284,3.4285714285714284,6.0,5.5,4.5,6.0,5.0
p035_79,79,p035,3.7142857142857135,6.714285714285714,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p068_80,80,p068,6.0,6.0,27,2,3,4.0,2.2857142857142856,3.571428571428572,3.7142857142857135,6.0,6.0,6.0,6.0,6.0
p022_81,81,p022,1.0,1.0,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p043_82,82,p043,5.428571428571429,4.0,30,1,4,3.4285714285714284,2.857142857142857,4.571428571428571,4.0,4.0,3.0,6.0,6.0,6.5
p030_83,83,p030,2.4285714285714284,1.1428571428571428,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p007_84,84,p007,5.0,4.714285714285714,25,1,4,4.857142857142857,3.142857142857143,2.571428571428572,4.857142857142857,6.0,6.0,5.5,6.5,3.0
p022_85,85,p022,1.4285714285714286,1.0,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p030_86,86,p030,4.428571428571429,4.0,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p048_87,87,p048,4.142857142857143,2.2857142857142856,25,2,4,3.571428571428572,2.857142857142857,3.571428571428572,3.142857142857143,5.5,5.5,3.5,4.5,4.0
p024_88,88,p024,6.0,5.714285714285714,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p041_89,89,p041,2.7142857142857144,1.0,33,1,6,3.7142857142857135,1.0,2.4285714285714284,1.4285714285714286,7.0,6.5,3.5,4.5,7.0
p062_90,90,p062,3.857142857142857,3.4285714285714284,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p030_91,91,p030,5.714285714285714,5.714285714285714,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p022_92,92,p022,1.0,1.7142857142857142,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p024_93,93,p024,5.714285714285714,6.142857142857143,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p041_94,94,p041,3.4285714285714284,1.0,33,1,6,3.7142857142857135,1.0,2.4285714285714284,1.4285714285714286,7.0,6.5,3.5,4.5,7.0
p002_95,95,p002,4.428571428571429,4.285714285714286,30,1,2,4.0,1.5714285714285714,4.0,3.857142857142857,6.5,6.0,4.0,4.0,5.5
p007_96,96,p007,3.7142857142857135,5.857142857142857,25,1,4,4.857142857142857,3.142857142857143,2.571428571428572,4.857142857142857,6.0,6.0,5.5,6.5,3.0
p050_97,97,p050,6.428571428571429,6.571428571428571,28,1,7,3.357142857142857,2.4285714285714284,3.2142857142857144,3.428571428571429,5.75,6.25,3.25,6.75,6.0
p005_98,98,p005,4.0,4.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p030_99,99,p030,5.142857142857143,4.428571428571429,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p020_100,100,p020,6.142857142857143,6.714285714285714,28,2,5,5.0,4.142857142857143,4.857142857142857,5.0,6.0,6.0,5.0,4.5,3.5
p001_101,101,p001,2.142857142857143,3.571428571428572,30,1,2,3.2857142857142856,1.2857142857142858,2.7142857142857144,3.7142857142857135,5.0,6.5,5.0,6.0,7.0
p038_102,102,p038,1.8571428571428568,1.0,34,2,2,2.142857142857143,1.0,1.5714285714285714,2.2857142857142856,3.5,6.5,1.0,6.0,7.0
p035_103,103,p035,6.571428571428571,6.571428571428571,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p002_104,104,p002,5.0,3.2857142857142856,30,1,2,4.0,1.5714285714285714,4.0,3.857142857142857,6.5,6.0,4.0,4.0,5.5
p030_105,105,p030,5.714285714285714,5.0,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p022_106,106,p022,1.2857142857142858,1.0,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p030_107,107,p030,5.714285714285714,5.571428571428571,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p024_108,108,p024,6.142857142857143,5.857142857142857,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p050_109,109,p050,6.571428571428571,6.285714285714286,28,1,7,3.357142857142857,2.4285714285714284,3.2142857142857144,3.428571428571429,5.75,6.25,3.25,6.75,6.0
p068_110,110,p068,6.0,6.0,27,2,3,4.0,2.2857142857142856,3.571428571428572,3.7142857142857135,6.0,6.0,6.0,6.0,6.0
p062_111,111,p062,1.5714285714285714,2.142857142857143,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p050_112,112,p050,6.428571428571429,6.428571428571429,28,1,7,3.357142857142857,2.4285714285714284,3.2142857142857144,3.428571428571429,5.75,6.25,3.25,6.75,6.0
p005_113,113,p005,3.7142857142857135,2.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p009_114,114,p009,4.714285714285714,1.1428571428571428,29,1,2,3.7142857142857135,3.0,3.4285714285714284,3.4285714285714284,6.0,5.5,4.5,6.0,5.0
p007_115,115,p007,3.4285714285714284,3.571428571428572,25,1,4,4.857142857142857,3.142857142857143,2.571428571428572,4.857142857142857,6.0,6.0,5.5,6.5,3.0
p005_116,116,p005,4.571428571428571,2.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p024_117,117,p024,5.857142857142857,5.0,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p030_118,118,p030,3.4285714285714284,1.4285714285714286,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p038_119,119,p038,1.8571428571428568,1.0,34,2,2,2.142857142857143,1.0,1.5714285714285714,2.2857142857142856,3.5,6.5,1.0,6.0,7.0
p002_120,120,p002,4.285714285714286,2.0,30,1,2,4.0,1.5714285714285714,4.0,3.857142857142857,6.5,6.0,4.0,4.0,5.5
p022_121,121,p022,1.0,1.4285714285714286,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p024_122,122,p024,6.571428571428571,6.714285714285714,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p005_123,123,p005,4.571428571428571,2.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p062_124,124,p062,1.1428571428571428,2.2857142857142856,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p050_125,125,p050,6.571428571428571,6.571428571428571,28,1,7,3.357142857142857,2.4285714285714284,3.2142857142857144,3.428571428571429,5.75,6.25,3.25,6.75,6.0
p022_126,126,p022,1.8571428571428568,1.0,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p007_127,127,p007,4.857142857142857,5.857142857142857,25,1,4,4.857142857142857,3.142857142857143,2.571428571428572,4.857142857142857,6.0,6.0,5.5,6.5,3.0
p005_128,128,p005,4.571428571428571,2.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p024_129,129,p024,6.0,6.428571428571429,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p043_130,130,p043,7.0,7.0,30,1,4,3.4285714285714284,2.857142857142857,4.571428571428571,4.0,4.0,3.0,6.0,6.0,6.5
p005_131,131,p005,4.571428571428571,2.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p035_132,132,p035,2.142857142857143,1.1428571428571428,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p007_133,133,p007,3.7142857142857135,5.0,25,1,4,4.857142857142857,3.142857142857143,2.571428571428572,4.857142857142857,6.0,6.0,5.5,6.5,3.0
p024_134,134,p024,6.571428571428571,6.285714285714286,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p048_135,135,p048,4.285714285714286,1.2857142857142858,25,2,4,3.571428571428572,2.857142857142857,3.571428571428572,3.142857142857143,5.5,5.5,3.5,4.5,4.0
p022_136,136,p022,1.0,1.0,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p062_137,137,p062,2.0,1.5714285714285714,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p005_138,138,p005,5.428571428571429,2.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p035_139,139,p035,1.4285714285714286,1.0,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p002_140,140,p002,1.2857142857142858,1.2857142857142858,30,1,2,4.0,1.5714285714285714,4.0,3.857142857142857,6.5,6.0,4.0,4.0,5.5
p050_141,141,p050,5.714285714285714,3.0,28,1,7,3.357142857142857,2.4285714285714284,3.2142857142857144,3.428571428571429,5.75,6.25,3.25,6.75,6.0
p023_142,142,p023,7.0,7.0,40,1,5,5.0,1.4285714285714286,4.857142857142857,4.857142857142857,7.0,7.0,7.0,7.0,7.0
p022_143,143,p022,1.8571428571428568,1.7142857142857142,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p005_144,144,p005,4.571428571428571,2.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p068_145,145,p068,6.0,6.0,27,2,3,4.0,2.2857142857142856,3.571428571428572,3.7142857142857135,6.0,6.0,6.0,6.0,6.0
p029_146,146,p029,3.2857142857142856,1.5714285714285714,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p030_147,147,p030,3.571428571428572,2.857142857142857,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p005_148,148,p005,4.571428571428571,2.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p024_149,149,p024,6.571428571428571,6.0,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p022_150,150,p022,1.0,1.0,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p007_151,151,p007,4.714285714285714,4.571428571428571,25,1,4,4.857142857142857,3.142857142857143,2.571428571428572,4.857142857142857,6.0,6.0,5.5,6.5,3.0
p022_152,152,p022,2.2857142857142856,1.0,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p002_153,153,p002,4.714285714285714,1.5714285714285714,30,1,2,4.0,1.5714285714285714,4.0,3.857142857142857,6.5,6.0,4.0,4.0,5.5
p063_154,154,p063,2.571428571428572,1.2857142857142858,31,1,5,3.571428571428572,2.2857142857142856,1.8571428571428568,2.0,2.5,3.5,2.0,4.5,5.0
p022_155,155,p022,1.5714285714285714,1.0,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p017_156,156,p017,6.142857142857143,1.0,33,1,2,4.428571428571429,1.8571428571428568,4.428571428571429,5.0,7.0,7.0,3.0,7.0,7.0
p058_157,157,p058,2.0,2.0,34,1,6,3.142857142857143,1.7142857142857142,3.857142857142857,2.4285714285714284,6.0,5.5,5.5,5.0,6.5
p005_158,158,p005,4.571428571428571,2.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p019_159,159,p019,4.142857142857143,3.7142857142857135,21,2,2,2.7142857142857144,3.0,3.142857142857143,3.2857142857142856,3.0,5.0,5.0,4.0,3.5
p020_160,160,p020,6.285714285714286,6.571428571428571,28,2,5,5.0,4.142857142857143,4.857142857142857,5.0,6.0,6.0,5.0,4.5,3.5
p022_161,161,p022,1.0,2.4285714285714284,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p002_162,162,p002,5.571428571428571,4.714285714285714,30,1,2,4.0,1.5714285714285714,4.0,3.857142857142857,6.5,6.0,4.0,4.0,5.5
p058_163,163,p058,2.0,2.0,34,1,6,3.142857142857143,1.7142857142857142,3.857142857142857,2.4285714285714284,6.0,5.5,5.5,5.0,6.5
p024_164,164,p024,5.857142857142857,6.142857142857143,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p035_165,165,p035,1.8571428571428568,6.714285714285714,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p055_166,166,p055,4.714285714285714,7.0,46,2,6,3.2857142857142856,2.2857142857142856,4.857142857142857,4.714285714285714,5.5,6.5,2.5,5.0,5.0
p002_167,167,p002,5.142857142857143,4.571428571428571,30,1,2,4.0,1.5714285714285714,4.0,3.857142857142857,6.5,6.0,4.0,4.0,5.5
p005_168,168,p005,4.571428571428571,2.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p063_169,169,p063,2.4285714285714284,3.0,31,1,5,3.571428571428572,2.2857142857142856,1.8571428571428568,2.0,2.5,3.5,2.0,4.5,5.0
p041_170,170,p041,3.7142857142857135,1.1428571428571428,33,1,6,3.7142857142857135,1.0,2.4285714285714284,1.4285714285714286,7.0,6.5,3.5,4.5,7.0
